yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, induced, locality
2015-11-19, 09:24:54.7, 53.239, -1.203, 5.0, 1.8, 9, 0.4, , , WARSOP,NOTTINGHAMSHIRE
2015-11-19, 10:31:47.8, 53.236, -1.204, 5.0, 1.7, 8, 0.4, , , WARSOP,NOTTINGHAMSHIRE
2015-11-20, 01:21:54.4, 53.237, -1.205, 5.0, 1.4, 10, 0.4, , , WARSOP,NOTTINGHAMSHIRE
2015-11-20, 01:29:12.5, 53.250, -1.123, 5.0, 1.2, 3, 0.1, , , WARSOP,NOTTINGHAMSHIRE
2015-11-20, 21:48:38.3, 53.239, -1.124, 5.0, 1.7, 14, 0.7, , , WARSOP,NOTTINGHAMSHIRE
2015-11-21, 00:55:18.5, 53.252, -1.124, 5.0, 1.8, 11, 0.4, , , WARSOP,NOTTINGHAMSHIRE
2015-11-21, 02:14:38.6, 53.229, -1.205, 5.0, 1.2, 6, 0.2, , , WARSOP,NOTTINGHAMSHIRE
2015-11-21, 20:48:28.6, 53.245, -1.133, 5.0, 1.2, 4, 0.4, , , WARSOP,NOTTINGHAMSHIRE
2015-11-22, 06:56:32.7, 57.191, -5.687, 6.2, 0.7, 5, 0.2, , , GLENELG,HIGHLAND
2015-11-22, 18:23:42.2, 53.810, -3.918, 4.9, 0.9, 9, 0.1, , , IRISH SEA
2015-11-23, 07:44:22.7, 54.786, -2.901, 6.1, 0.6, 6, 0.2, , , IVEGILL,CUMBRIA
2015-11-23, 20:39:36.0, 54.809, -1.490, 4.9, 1.3, 5, 0.4, , , DURHAM,COUNTY DURHAM
2015-11-25, 13:20:05.0, 53.248, -1.155, 5.0, 1.5, 4, 0.1, , , WARSOP,NOTTINGHAMSHIRE
2015-11-25, 15:00:08.2, 53.253, -1.130, 5.0, 1.1, 3, 0.1, , , WARSOP,NOTTINGHAMSHIRE
2015-11-25, 20:27:28.3, 53.253, -1.118, 5.0, 1.4, 7, 0.2, , , WARSOP,NOTTINGHAMSHIRE
2015-11-25, 20:30:20.2, 53.258, -1.119, 5.0, 1.9, 10, 0.4, , , WARSOP,NOTTINGHAMSHIRE
2015-11-25, 21:53:15.1, 53.255, -1.120, 5.0, 1.4, 7, 0.7, , , WARSOP,NOTTINGHAMSHIRE
2015-11-25, 22:38:49.8, 53.254, -1.125, 5.0, 1.6, 10, 0.4, , , WARSOP,NOTTINGHAMSHIRE
2015-11-26, 02:10:43.3, 53.248, -1.118, 5.0, 2.1, 10, 0.2, 2 , , WARSOP,NOTTINGHAMSHIRE
2015-11-26, 04:02:35.5, 53.242, -1.198, 5.0, 1.1, 5, 0.3, , , WARSOP,NOTTINGHAMSHIRE
2015-11-26, 16:00:27.7, 53.253, -1.116, 5.0, 1.2, 4, 0.1, , , WARSOP,NOTTINGHAMSHIRE
2015-11-26, 17:09:17.4, 53.253, -1.117, 5.0, 1.5, 5, 0.1, , , WARSOP,NOTTINGHAMSHIRE
2015-11-26, 21:09:03.6, 53.260, -1.120, 5.0, 1.0, 4, 0.1, , , WARSOP,NOTTINGHAMSHIRE
2015-11-27, 02:05:37.2, 53.252, -1.116, 5.0, 0.8, 4, 0.2, , , WARSOP,NOTTINGHAMSHIRE
2015-11-27, 11:42:37.4, 53.252, -1.122, 5.0, 2.2, 6, 0.2, 2 , , WARSOP,NOTTINGHAMSHIRE
2015-11-29, 04:08:30.1, 53.251, -1.126, 5.0, 0.8, 4, 0.2, , , WARSOP,NOTTINGHAMSHIRE
2015-11-29, 14:36:25.6, 55.829, -5.457, 7.7, 1.4, 7, 0.3, , , TARBERT,ARGYLL & BUTE
2015-12-01, 16:43:07.5, 54.442, -2.923, 12.4, 1.1, 6, 0.2, , , AMBLESIDE,CUMBRIA
2015-12-04, 01:53:43.0, 50.565, -4.303, 3.9, 1.3, 5, 0.4, , , LAUNCESTON,CORNWALL
2015-12-10, 18:22:01.8, 55.450, -3.453, 3.4, 0.4, 7, 0.2, , , TWEEDSMUIR,BORDERS
2015-12-11, 07:20:45.8, 61.843, 4.297, 10.6, 3.8, 22, 0.5, , , NORWEGIAN COAST
2015-12-11, 18:41:23.1, 54.311, -1.861, 2.6, 1.1, 5, 0.3, , , LEYBURN,NORTH YORKSHIRE
2015-12-11, 23:42:30.3, 55.221, -3.530, 4.5, 1.4, 10, 0.3, , , JOHNSTONEBRIDGE,D & G
2015-12-13, 01:39:23.4, 51.655, -3.167, 9.0, 1.3, 7, 0.3, , , BLACKWOOD,CAERPHILLY
2015-12-13, 05:28:18.8, 51.651, -3.209, 5.0, 2.4, 12, 0.3, , , BLACKWOOD,CAERPHILLY
2015-12-15, 12:31:56.4, 53.360, -4.059, 7.7, 1.0, 8, 0.3, , , IRISH SEA
2015-12-18, 13:52:12.9, 53.024, -1.989, 5.6, 1.1, 5, 0.1, , , KINGSLEY,STAFFORDSHIRE
2015-12-24, 01:59:47.6, 52.805, -3.823, 13.4, 1.5, 7, 0.1, 2 , , LLANFACHRETH,GWYNEDD
2015-12-24, 22:52:11.8, 54.768, -3.233, 5.2, 0.5, 5, 0.1, , , WIGTON,CUMBRIA
2015-12-26, 05:15:03.0, 56.890, -4.951, 3.9, 1.3, 5, 0.2, , , SPEAN BRIDGE,HIGHLAND
2015-12-26, 22:11:10.7, 51.908, -4.088, 7.4, 1.1, 5, 0.6, , , LLANFYNDD,CARMS
2015-12-27, 11:08:47.3, 51.662, -3.202, 9.3, 0.8, 4, 0.1, , , BLACKWOOD,CAERPHILLY
2015-12-27, 14:33:52.7, 51.666, -3.179, 11.2, 1.8, 9, 0.3, , , BLACKWOOD,CAERPHILLY
2015-12-27, 21:54:49.0, 51.661, -3.183, 9.0, 1.8, 9, 0.2, , , BLACKWOOD,CAERPHILLY
2015-12-27, 23:05:47.8, 56.373, -4.131, 4.4, 1.3, 8, 0.3, , , COMRIE,PERTH & KINROSS
2015-12-28, 20:59:38.7, 53.204, -1.526, 16.2, 1.1, 5, 0.1, , , CHESTERFIELD,DERBYSHIRE
2015-12-28, 22:11:12.9, 51.663, -3.174, 10.6, 1.6, 6, 0.6, , , BLACKWOOD,CAERPHILLY
2015-12-29, 22:26:44.3, 57.662, -5.579, 2.4, 1.1, 3, 0.2, , , TALLADALE,HIGHLAND
2015-12-30, 01:03:52.1, 51.662, -3.157, 11.4, 1.9, 7, 0.4, 2 , , BLACKWOOD,CAERPHILLY
2016-01-01, 04:30:32.9, 53.147, -3.430, 9.6, 0.8, 5, 0.3, , , DENBIGH,DENBIGHSHIRE
2016-01-01, 22:32:21.3, 51.664, -3.162, 7.9, 1.2, 6, 0.5, , , NEWBRIDGE,CAERPHILLY
2016-01-07, 18:52:25.5, 53.092, -5.153, 11.5, 1.8, 11, 0.2, , , IRISH SEA
2016-01-07, 21:47:20.9, 55.367, -2.212, 7.7, 0.9, 4, 0.3, , , BYRNESS,NORTHUMBERLAND
2016-01-07, 22:03:48.6, 51.280, 0.512, 3.5, 1.6, 7, 0.4, , , MAIDSTONE,KENT
2016-01-08, 18:46:58.4, 52.216, -3.037, 4.8, 0.8, 5, 0.1, , , KINGTON,HEREFORDSHIRE
2016-01-09, 16:20:39.6, 55.251, -2.819, 8.0, 0.6, 5, 0.2, , , NEWCASTLETON,BORDERS
2016-01-10, 14:34:20.2, 57.997, -5.070, 7.0, 1.1, 5, 0.2, , , DRUMRUNIE,HIGHLAND
2016-01-12, 00:00:34.3, 57.993, -5.060, 7.7, 1.1, 6, 0.1, , , DRUMRUNIE,HIGHLAND
2016-01-14, 07:24:45.2, 56.303, -5.914, 12.4, 1.4, 7, 0.1, , , MULL,ARGYLL & BUTE
2016-01-15, 14:44:41.4, 57.994, -5.057, 7.0, 1.1, 4, 0.2, , , DRUMRUNIE,HIGHLAND
2016-01-18, 14:43:49.9, 56.278, -6.127, 8.3, 1.5, 7, 0.1, , , MULL,ARGYLL & BUTE
2016-01-20, 06:41:47.7, 49.072, -2.248, 7.4, 0.4, 5, 0.1, , , JERSEY,CHANNEL ISLES
2016-01-20, 18:59:20.8, 58.894, 1.423, 8.8, 2.3, 4, 0.3, , , NORTHERN NORTH SEA
2016-01-21, 00:00:33.9, 57.995, -5.062, 7.9, 0.7, 3, 0.1, , , DRUMRUNIE,HIGHLAND
2016-01-21, 18:51:05.5, 59.168, 1.974, 12.2, 1.9, 5, 0.2, , , NORTHERN NORTH SEA
2016-01-23, 00:46:32.7, 52.855, -2.115, 6.8, 1.0, 7, 0.2, , , STAFFORD,STAFFORDSHIRE
2016-01-25, 17:08:30.7, 55.406, -3.366, 3.7, 0.6, 5, 0.2, , , BODESBECK,D & G
2016-01-27, 23:28:48.5, 50.164, -5.120, 1.5, 0.8, 3, 0.1, 2 , , PENRYN,CORNWALL
2016-01-31, 06:02:39.6, 51.586, -3.066, 10.8, 0.9, 6, 0.2, , , ROGERSTONE,NEWPORT
2016-02-02, 21:55:30.2, 54.176, -2.423, 4.7, 1.1, 6, 0.2, , , INGLETON,N YORKSHIRE
2016-02-03, 05:28:24.8, 55.510, -6.125, 7.0, 1.0, 4, 0.3, , , ISLAY,ARGYLL & BUTE
2016-02-03, 20:34:19.6, 57.989, -5.051, 7.8, 0.8, 4, 0.4, , , DRUMRUNIE,HIGHLAND
2016-02-04, 02:01:15.5, 56.991, -4.591, 11.4, 1.1, 6, 0.0, , , MELGARVE,HIGHLAND
2016-02-14, 00:34:14.3, 56.979, -5.742, 7.5, 0.5, 3, 0.2, , , MALLAIG,HIGHLAND
2016-02-15, 23:12:09.7, 49.898, -3.109, 5.0, 1.6, 8, 0.3, , , ENGLISH CHANNEL
2016-02-18, 02:54:42.7, 52.944, -4.332, 14.3, 1.0, 10, 0.1, , , LLEYN PENINSULA
2016-02-18, 06:10:00.2, 53.950, -3.467, 8.2, 1.0, 4, 0.3, , , IRISH SEA
2016-02-18, 14:12:00.0, 53.665, -0.445, 6.9, 1.2, 4, 0.3, , , BARTON,NORTH LINCS
2016-02-23, 02:03:01.0, 52.943, -2.677, 11.5, 0.2, 6, 0.1, , , WHITCHURCH,SHROPSHIRE
2016-02-23, 11:22:53.0, 52.520, -2.329, 4.4, 1.5, 10, 0.4, , , CLAVERLEY,SHROPSHIRE
2016-02-25, 12:26:13.2, 51.501, 2.903, 9.7, 2.7, 26, 0.5, , , SOUTHERN NORTH SEA
2016-02-25, 22:08:31.3, 58.783, 1.417, 10.3, 2.4, 7, 0.3, , , NORTHERN NORTH SEA
2016-03-04, 07:45:33.7, 51.715, -2.398, 13.7, 0.7, 6, 0.2, , , BREADSTONE,GLOS
2016-03-05, 04:16:59.6, 53.372, 2.364, 5.0, 2.4, 4, 0.2, , , SOUTHERN NORTH SEA
2016-03-06, 23:12:09.5, 51.718, -0.935, 3.9, 2.3, 15, 0.4, 3 , , THAME,OXFORDSHIRE
2016-03-07, 05:40:33.9, 61.558, 3.840, 10.0, 2.9, 5, 0.6, , , NORTHERN NORTH SEA
2016-03-07, 20:11:54.8, 58.411, 1.106, 6.2, 2.4, 14, 0.4, , , NORTHERN NORTH SEA
2016-03-11, 20:30:33.5, 52.685, -0.721, 3.9, 1.0, 4, 0.8, 2 , , OAKHAM,RUTLAND
2016-03-13, 01:52:29.7, 55.127, -3.659, 3.1, 0.6, 5, 0.4, , , LOCHARBRIGGS,D & G
2016-03-14, 18:06:59.7, 52.677, -0.763, 4.2, 1.0, 4, 0.4, 2 , , OAKHAM,RUTLAND
2016-03-17, 04:34:00.5, 53.149, -4.671, 9.2, 1.0, 6, 0.1, , , IRISH SEA
2016-03-17, 19:33:36.7, 53.079, -4.222, 8.5, 0.2, 4, 0.0, , , Y FRON,GWYNEDD
2016-03-18, 08:30:54.7, 52.186, -2.524, 4.9, 1.4, 6, 0.1, , , BROMYARD,HEREFORDSHIRE
2016-03-20, 20:37:02.5, 53.028, -3.709, 9.4, 0.6, 8, 0.2, , , PENTREFOELAS,CONWY
2016-03-21, 22:04:51.8, 53.350, -3.916, 5.6, 0.4, 6, 0.1, , , IRISH SEA
2016-03-21, 23:15:21.6, 51.662, -3.217, 3.3, 0.9, 9, 0.3, , , NEWBRIDGE,CAERPHILLY
2016-03-24, 00:07:04.1, 54.033, -3.726, 21.1, 0.7, 5, 0.1, , , IRISH SEA
2016-03-25, 16:04:04.0, 53.166, -4.631, 11.3, 0.7, 7, 0.1, , , CAERNARFON BAY
2016-03-25, 16:22:04.2, 56.270, -6.004, 7.7, 0.9, 8, 0.3, , , MULL,ARGYLL & BUTE
2016-03-27, 07:13:57.1, 52.881, -4.505, 7.3, 0.7, 9, 0.2, , , LLEYN PENINSULA
2016-03-27, 19:07:09.4, 54.520, -4.005, 6.9, 0.4, 5, 0.2, , , IRISH SEA
2016-04-05, 06:01:29.4, 53.692, -0.430, 6.5, 1.5, 14, 0.3, , , BARTON,NORTH LINCS
2016-04-05, 18:43:59.1, 56.279, -4.131, 5.0, 0.7, 7, 0.3, , , CALLANDER,STIRLING
2016-04-10, 21:11:38.6, 55.789, -6.432, 2.2, 0.9, 4, 0.3, , , ISLAY,ARGYLL & BUTE
2016-04-11, 13:04:42.0, 54.465, -2.912, 6.6, 1.1, 7, 0.3, , , AMBLESIDE,CUMBRIA
2016-04-13, 13:11:31.0, 49.415, -2.496, 9.3, 1.6, 7, 0.1, 2 , , GUERNSEY,CHANNEL ISLES
2016-04-13, 21:50:34.4, 54.751, -3.638, 7.9, 0.8, 7, 0.4, , , SOLWAY FIRTH
2016-04-13, 22:01:05.0, 54.751, -3.641, 6.2, 1.7, 15, 0.4, , , SOLWAY FIRTH
2016-04-14, 16:58:28.4, 56.025, -5.848, 8.1, 0.9, 6, 0.3, , , JURA,ARGYLL & BUTE
2016-04-15, 18:26:17.0, 62.053, 2.186, 10.0, 2.8, 11, 0.3, , , NORWEGIAN SEA
2016-04-18, 20:49:37.0, 51.974, -2.753, 4.0, 1.7, 15, 0.4, 2 , , HEREFORD,HEREFORDSHIRE
2016-04-20, 16:39:34.9, 51.215, -3.262, 7.4, 1.1, 6, 0.2, , , BRISTOL CHANNEL
2016-04-21, 01:22:29.8, 58.929, 1.463, 18.3, 2.1, 10, 0.5, , , NORTHERN NORTH SEA
2016-04-22, 09:30:10.5, 54.178, -2.416, 5.9, 1.4, 8, 0.4, , , CHAPEL-LE-DALE,N YORKS
2016-04-25, 01:25:29.6, 59.865, 0.410, 5.1, 1.8, 5, 0.8, , , NORTHERN NORTH SEA
2016-04-26, 14:49:22.2, 56.347, -5.442, 3.8, 1.4, 8, 0.1, , , OBAN,ARGYLL & BUTE
2016-04-30, 17:22:25.5, 55.784, -6.442, 7.7, 1.1, 6, 0.2, , , ISLAY,ARGYLL & BUTE
2016-04-30, 20:02:19.3, 53.118, -0.607, 7.2, 1.3, 9, 0.2, , , LINCOLN,LINCONSHIRE
2016-05-03, 22:49:46.4, 51.960, -2.899, 8.7, 0.8, 8, 0.3, , , PONTRILAS,HEREFORDSHIRE
2016-05-08, 11:37:47.4, 54.057, -3.454, 7.7, 1.0, 10, 0.2, , , IRISH SEA
2016-05-09, 08:18:53.1, 55.977, -4.239, 8.6, 0.9, 6, 0.2, , , LENNOXTOWN,E DUNBARTON
2016-05-09, 11:25:07.7, 56.667, -4.377, 2.7, 1.3, 8, 0.4, 2 , , FINNART,PERTH & KINROSS
2016-05-11, 02:52:03.1, 52.888, -3.859, 12.5, 0.1, 6, 0.1, , , TRAWSFYNYDD,GWYNEDD
2016-05-13, 21:29:04.6, 55.975, -4.247, 7.7, 0.4, 3, 0.2, , , LENNOXTOWN,E DUNBARTON
2016-05-14, 11:51:23.5, 56.403, -5.448, 2.8, 1.3, 10, 0.3, , , OBAN,ARGYLL & BUTE
2016-05-14, 13:17:51.7, 57.244, -4.493, 3.3, 1.2, 8, 0.4, , , FOYERS,HIGHLAND
2016-05-15, 17:31:07.2, 59.813, 2.452, 10.0, 2.3, 17, 0.6, , , NORTHERN NORTH SEA
2016-05-15, 18:16:41.1, 55.797, -6.355, 5.8, 0.8, 4, 0.6, , , ISLAY,ARGYLL & BUTE
2016-05-16, 15:21:09.7, 54.723, -2.985, 2.9, 1.3, 10, 0.4, , , MILLHOUSE,CUMBRIA
2016-05-16, 20:33:18.8, 56.663, -4.391, 2.7, 0.8, 5, 0.5, , , FINNART,PERTH & KINROSS
2016-05-17, 08:15:52.4, 52.450, -3.832, 7.2, 1.1, 10, 0.2, , , PONTERWYD,CEREDIGION
2016-05-17, 15:56:26.2, 56.156, -4.934, 9.0, 1.9, 15, 0.4, 2 , , LOCH GOIL,ARGYLL/BUTE
2016-05-18, 23:00:49.1, 56.393, -5.476, 4.2, 1.9, 18, 0.3, 3 , , OBAN,ARGYLL & BUTE
2016-05-21, 15:38:13.6, 57.989, -5.058, 5.2, 0.6, 4, 0.1, , , DRUMRUNIE,HIGHLAND
2016-05-24, 03:05:59.4, 53.492, -2.263, 3.4, 0.8, 6, 0.2, , , MANCHESTER,GTR MCH
2016-05-24, 08:08:19.6, 51.728, -4.022, 6.7, 0.7, 6, 0.2, , , PONTARDDULAIS,SWANSEA
2016-05-30, 04:10:20.9, 57.678, -5.647, 7.5, 1.3, 8, 0.2, 2 , , SHIELDAIG,HIGHLAND
2016-06-01, 03:44:08.6, 55.373, -3.426, 12.0, 0.3, 4, 0.2, , , MOFFAT,D & G
2016-06-01, 17:59:40.1, 54.069, -3.127, 1.2, 1.3, 8, 0.3, , , RAMPSIDE,CUMBRIA
2016-06-03, 18:14:52.4, 57.219, -5.764, 7.5, 0.5, 6, 0.3, , , SKYE,HIGHLAND
2016-06-03, 23:34:02.6, 57.218, -5.766, 7.5, 0.7, 6, 0.2, , , SKYE,HIGHLAND
2016-06-04, 13:22:07.6, 60.741, 2.201, 19.3, 2.8, 12, 0.4, , , NORTHERN NORTH SEA
2016-06-05, 03:55:47.6, 55.974, -4.239, 7.9, 0.6, 8, 0.2, , , LENNOXTOWN,E DUNBARTON
2016-06-05, 07:23:37.1, 56.661, -4.290, 2.9, 1.0, 5, 0.2, , , FINNART,PERTH & KINROSS
2016-06-09, 02:56:38.7, 53.099, -1.231, 2.5, 1.0, 10, 0.4, , , MANSFIELD,NOTTS
2016-06-11, 11:15:07.5, 57.992, -5.063, 6.8, 0.6, 4, 0.2, , , DRUMRUNIE,HIGHLAND
2016-06-13, 16:55:13.0, 53.286, -2.072, 4.9, 1.0, 5, 0.2, , , BOLLINGTON,CHESHIRE
2016-06-13, 21:40:46.4, 53.237, -3.743, 8.8, 1.9, 19, 0.3, 3 , , COLWYN BAY,CONWY
2016-06-15, 21:43:12.6, 57.107, -5.327, 4.8, 0.7, 5, 0.3, , , KINLOCH HOURN,HIGHLAND
2016-06-16, 02:33:17.7, 57.105, -5.406, 3.8, 0.7, 5, 0.2, , , KINLOCH HOURN,HIGHLAND
2016-06-21, 07:51:16.8, 56.364, -5.853, 2.8, 1.0, 6, 0.3, , , MULL,ARGYLL & BUTE
2016-06-22, 17:26:11.2, 56.286, -5.856, 2.5, 1.2, 6, 0.2, 2 , , MULL,ARGYLL & BUTE
2016-06-23, 18:58:21.6, 51.558, -1.475, 9.7, 1.2, 6, 0.2, , , WANTAGE,OXFORDSHIRE
2016-06-24, 22:22:45.9, 59.746, 1.778, 10.0, 2.3, 11, 0.5, , , NORTHERN NORTH SEA
2016-06-26, 19:16:18.9, 55.780, -5.931, 5.3, 0.5, 5, 0.3, , , JURA,ARGYLL & BUTE
2016-06-28, 00:39:48.8, 52.450, -5.419, 7.3, 0.9, 6, 0.1, , , IRISH SEA
2016-06-28, 01:56:28.6, 57.276, -4.413, 4.3, 0.8, 6, 0.5, , , ERROGIE,HIGHLAND
2016-06-29, 20:58:04.9, 53.513, -2.175, 3.0, 1.4, 9, 0.4, 2 , , MIDDLETON,GTR MCH
2016-06-30, 17:07:20.3, 55.768, -6.393, 7.3, 0.7, 4, 0.3, , , ISLAY,ARGYLL & BUTE
2016-07-01, 01:40:00.0, 52.669, -1.919, 6.5, 1.2, 8, 0.3, , , BURNTWOOD,STAFFORDSHIRE
2016-07-02, 21:32:10.8, 53.754, -3.164, 0.7, 1.2, 14, 0.3, , , IRISH SEA
2016-07-05, 02:51:37.5, 56.607, -4.624, 7.8, 1.0, 8, 0.6, , , ACHALLADER,ARGYLL/BUTE
2016-07-05, 04:29:34.0, 56.616, -4.643, 7.5, 1.1, 13, 0.7, , , ACHALLADER,ARGYLL/BUTE
2016-07-05, 12:12:11.6, 49.010, -2.686, 8.2, 1.2, 4, 0.0, , , ENGLISH CHANNEL
2016-07-06, 08:13:01.0, 56.596, -4.617, 7.0, 0.9, 7, 0.4, , , ACHALLADER,ARGYLL/BUTE
2016-07-06, 14:09:10.9, 56.602, -4.624, 7.5, 1.4, 10, 0.3, , , ACHALLADER,ARGYLL/BUTE
2016-07-08, 02:16:45.1, 56.582, -5.666, 7.7, 0.6, 4, 0.1, , , MORVERN,HIGHLAND
2016-07-16, 19:17:17.5, 57.631, -5.649, 4.3, 0.7, 5, 0.3, , , SHIELDAIG,HIGHLAND
2016-07-22, 00:38:20.4, 51.929, -3.118, 16.3, 0.6, 6, 0.2, , , CRICKHOWELL,POWYS
2016-07-24, 19:39:42.9, 51.190, -4.204, 7.7, 0.6, 4, 0.2, , , WOOLACOMBE,DEVON
2016-07-24, 23:53:34.2, 57.268, -4.445, 10.6, 0.8, 5, 0.3, , , ERROGIE,HIGHLAND
2016-07-25, 03:08:05.0, 51.945, -2.698, 6.9, 0.6, 6, 0.2, , , ORCOP,HEREFORDSHIRE
2016-07-25, 05:25:28.2, 56.381, -5.860, 11.4, 1.0, 4, 0.1, , , MULL,ARGYLL & BUTE
2016-07-27, 04:48:52.0, 55.321, -2.651, 2.5, 1.1, 10, 0.3, , , SAUGHTREE,BORDERS
2016-07-29, 02:36:07.5, 52.662, 1.471, 10.8, 1.3, 4, 0.3, , , BLOFIELD,NORFOLK
2016-08-01, 18:22:31.6, 54.710, -3.128, 7.3, 0.4, 5, 0.2, , , ULDALE,CUMBRIA
2016-08-02, 19:46:54.4, 52.982, -4.381, 21.1, 0.5, 7, 0.3, , , LLEYN PENINSULA
2016-08-15, 04:25:56.8, 52.846, -1.374, 4.7, 1.0, 6, 0.1, , , CASTLE DONINGTON,LEICS
2016-08-15, 10:14:05.8, 52.963, -2.553, 7.3, 1.0, 8, 0.5, , , WILKESLEY,CHESHIRE
2016-08-19, 13:38:38.5, 56.386, -5.850, 2.3, 1.9, 15, 0.4, 3 , , MULL,ARGYLL & BUTE
2016-08-20, 14:08:16.0, 56.454, -4.831, 2.5, 0.5, 6, 0.4, , , DALMALLY,ARGYLL & BUTE
2016-08-23, 05:21:10.4, 54.705, -2.940, 6.9, 0.5, 4, 0.1, , , SKELTON,CUMBRIA
2016-08-24, 06:10:21.7, 56.423, -4.087, 1.9, 0.9, 6, 0.2, , , COMRIE,PERTH & KINROSS
2016-08-24, 11:15:37.7, 54.497, -2.872, 5.4, 1.4, 6, 0.1, , , HARTSOP,CUMBRIA
2016-08-25, 14:59:16.7, 52.570, -2.643, 7.5, 1.7, 7, 0.4, , , HUGHLEY,SHROPSHIRE
2016-08-26, 01:41:49.3, 52.736, -2.295, 8.3, 0.4, 5, 0.2, , , MORETON,STAFFORDSHIRE
2016-08-26, 01:49:14.2, 52.864, -2.180, 7.7, 0.3, 4, 0.1, , , STONE,STAFFORDSHIRE
2016-08-28, 20:15:21.8, 53.680, -2.498, 6.6, 1.0, 7, 0.2, , , DARWEN,LANCASHIRE
2016-08-28, 22:58:50.9, 52.203, -3.761, 11.5, 1.2, 8, 0.3, , , TREGARON,CEREDIGION
2016-08-31, 19:38:00.9, 50.115, -0.383, 7.7, 1.9, 3, 0.0, , , ENGLISH CHANNEL
2016-09-02, 22:05:55.0, 56.647, -5.541, 7.8, 1.4, 10, 0.5, , , STRONTIAN,HIGHLAND
2016-09-03, 03:34:06.6, 51.323, -2.324, 3.8, 1.2, 7, 0.2, , , BATH,BATH & NE SOMERSET
2016-09-07, 02:27:29.3, 52.716, -2.511, 8.4, 0.3, 5, 0.3, , , WELLINGTON,SHROPSHIRE
2016-09-09, 12:06:21.9, 55.800, -6.113, 7.7, 0.9, 4, 0.4, , , ISLAY,ARGYLL & BUTE
2016-09-09, 22:00:41.7, 61.073, 3.566, 10.0, 3.9, 15, 0.8, , , NORWEGIAN SEA
2016-09-10, 15:05:56.3, 57.654, -5.645, 3.7, 1.2, 8, 0.4, , , SHIELDAIG,HIGHLAND
2016-09-11, 20:53:58.8, 55.114, -0.677, 10.0, 1.2, 4, 0.4, , , NORTH SEA
2016-09-21, 02:23:08.7, 56.175, -5.825, 3.8, 0.9, 8, 0.2, , , SCARBA,ARGYLL & BUTE
2016-09-21, 08:28:01.7, 56.168, -4.902, 8.1, 0.9, 4, 0.3, , , LOCH GOIL,ARGYLL/BUTE
2016-10-01, 05:44:48.0, 52.431, -3.221, 7.7, 1.3, 9, 0.5, , , ANCHOR,SHROPSHIRE
2016-10-03, 11:07:06.0, 56.709, -6.340, 5.4, 1.6, 7, 0.3, , , COLL,ARGYLL & BUTE
2016-10-07, 10:17:26.6, 52.228, -4.224, 8.1, 0.6, 7, 0.3, , , ABERAERON,CEREDIGION
2016-10-08, 13:11:26.3, 55.069, -6.815, 7.0, 1.0, 5, 0.7, , , RINGSEND,COLERAINE
2016-10-09, 12:48:26.1, 62.488, 2.178, 28.1, 3.8, 20, 0.7, , , NORWEGIAN SEA
2016-10-09, 17:27:10.2, 57.300, -4.389, 7.2, 1.2, 9, 0.4, , , ERROGIE,HIGHLAND
2016-10-09, 18:56:41.0, 53.910, -3.389, 3.7, 0.6, 10, 0.4, , , IRISH SEA
2016-10-10, 13:57:10.5, 58.071, -5.489, 7.9, 0.8, 4, 0.3, , , REIFF,HIGHLAND
2016-10-12, 05:23:18.7, 52.178, -2.507, 4.1, 0.4, 5, 0.1, , , BROMYARD,HEREFORDSHIRE
2016-10-13, 18:09:11.7, 51.739, -3.370, 11.6, 0.7, 7, 0.1, , , MERTHYR TYDFIL,MERTHYR
2016-10-15, 00:09:01.7, 51.147, -2.388, 3.4, 1.0, 7, 0.2, , , UPTON NOBLE,SOMERSET
2016-10-15, 11:41:51.7, 56.311, -5.020, 2.5, 1.0, 8, 0.3, , , INVERARAY,ARGYL & BUTE
2016-10-15, 21:33:41.5, 54.967, -2.029, 5.5, 1.9, 9, 0.2, , , HEXHAM,NORTHUMBERLAND
2016-10-17, 22:49:28.2, 52.558, -3.418, 14.7, 1.0, 11, 0.3, , , CAERSWS,POWYS
2016-10-21, 17:31:37.4, 51.452, -2.622, 11.8, 0.5, 6, 0.2, , , BRISTOL,CITY OF BRISTOL
2016-10-25, 20:53:49.4, 55.649, -6.171, 9.5, 0.6, 4, 0.2, , , ISLAY,ARGYLL & BUTE
2016-10-27, 02:08:29.5, 50.510, -4.533, 11.1, 2.3, 10, 0.3, 3 , , LISKEARD,CORNWALL
2016-10-27, 04:56:54.9, 50.516, -4.523, 8.5, 0.2, 4, 0.1, , , LISKEARD,CORNWALL
2016-10-29, 01:43:53.2, 54.673, -2.590, 4.8, 0.3, 6, 0.3, , , CULGAITH,CUMBRIA
2016-10-29, 02:02:35.0, 51.674, -3.718, 9.0, 1.0, 8, 0.2, , , NEATH,NEATH PORT TALBOT
2016-10-29, 19:20:49.7, 59.992, 2.302, 10.0, 2.4, 12, 0.7, , , NORTHERN NORTH SEA
2016-10-30, 13:39:25.8, 53.028, -2.940, 5.1, 0.5, 8, 0.3, , , MARCHWIEL,WREXHAM
2016-11-02, 03:51:45.2, 49.532, -4.385, 4.7, 2.0, 7, 0.4, , , ENGLISH CHANNEL
2016-11-03, 10:57:27.0, 58.739, 1.627, 23.8, 3.9, 34, 0.4, , , NORTHERN NORTH SEA
