yyyy-mm-dd, hh:mm:ss.ss, lat, lon, depth, ML, Nsta, RMS, intensity, induced, locality
2022-11-03, 23:56:57.3, 57.146, -5.562, 3.8, 1.4, 9, .20, 2 , , ARNISDALE,HIGHLAND
2022-11-04, 14:34:27.1, 57.158, -5.608, 7.1, 0.8, 6, .10, , , ARNISDALE,HIGHLAND
2022-11-05, 10:20:02.5, 51.424, -1.469, 16.1, 1.8, 12, .30, , , EDDINGTON,BERKSHIRE
2022-11-06, 21:10:49.3, 51.921, -6.807, 5.0, 1.1, 3, .30, , , CELTIC SEA
2022-11-08, 15:51:25.2, 56.978, -5.559, 8.2, 0.9, 6, .40, , , LOCH NEVIS,HIGHLAND
2022-11-12, 02:08:03.6, 52.120, -2.324, 12.6, 0.4, 5, .10, , , MALVERN,WORCESTERSHIRE
2022-11-13, 19:56:46.9, 52.028, -2.823, 4.3, 0.6, 6, .10, , , CLEHONGER,HEREF
2022-11-14, 16:14:41.4, 53.863, -2.316, 12.7, 1.3, 17, .20, , , BARLEY,LANCASHIRE
2022-11-17, 00:57:51.9, 54.377, -3.168, 5.7, 0.2, 5, .40, , , SEATHWAITE,CUMBRIA
2022-11-18, 18:23:30.0, 54.249, -3.859, 14.7, 0.7, 10, .30, , , IRISH SEA
2022-11-21, 07:21:07.8, 51.871, -2.451, 10.7, 1.0, 5, .10, , , LONGHOPE,GLOS
2022-11-26, 08:47:27.3, 53.298, -2.094, 5.8, 1.7, 12, .20, , , BOLLINGTON,CHESHIRE
2022-11-26, 10:47:51.6, 57.597, -5.457, 2.6, 1.2, 8, .20, , , TORRIDON,HIGHLAND
2022-11-27, 08:55:22.0, 56.413, -5.680, 2.6, 1.1, 7, .20, , , MULL,ARGYLL & BUTE
2022-11-29, 00:30:09.4, 57.593, -5.456, 2.6, 0.5, 6, .30, , , TORRIDON,HIGHLAND
2022-12-03, 18:27:24.9, 54.219, -4.272, 2.6, 0.4, 8, .30, , , IRISH SEA
2022-12-05, 01:48:09.7, 51.047, -2.709, 10.7, 0.9, 7, .20, , , SOMERTON,SOMERSET
2022-12-05, 20:30:25.7, 56.008, -5.123, 7.6, 1.0, 11, .40, , , CRAIGENDIVE,ARGYLL/BUTE
2022-12-07, 00:16:46.8, 51.692, -4.168, 12.4, 1.1, 5, .10, , , LLANELLI,DYFED
2022-12-08, 04:26:52.0, 54.671, -3.131, 7.6, 0.3, 9, .30, , , BASSENTHWAITE,CUMBRIA
2022-12-11, 05:10:52.4, 56.373, -5.492, 2.8, 0.4, 6, .20, , , LERAGS,ARGYLL & BUTE
2022-12-11, 22:27:56.8, 53.972, 0.403, 4.8, 1.5, 9, .20, , , SOUTHERN NORTH SEA
2022-12-11, 22:39:09.9, 56.517, -5.646, 2.6, 0.7, 6, .30, , , INNINBEG,HIGHLAND
2022-12-16, 08:37:39.7, 56.594, -4.115, 7.6, 0.9, 7, .50, , , GLENLYON,PERTH/KINROSS
2022-12-16, 10:26:40.0, 57.649, -5.302, 8.2, 1.0, 6, .70, , , KINLOCHEWE,HIGHLAND
2022-12-21, 10:26:41.4, 55.994, -5.240, 4.6, 1.3, 8, .20, , , GLENDARUEL,ARGYLL/BUTE
2022-12-22, 13:30:10.0, 56.640, -5.665, 7.6, 1.4, 6, .30, , , STRONTIAN,HIGHLAND
2022-12-22, 16:04:27.9, 55.921, -5.304, 8.3, 1.0, 8, .20, , , MELLDALLOCH,ARGYLL/BUTE
2022-12-22, 16:56:24.6, 56.634, -5.649, 7.8, 0.9, 6, .30, , , STRONTIAN,HIGHLAND
2022-12-25, 10:50:50.5, 55.242, -3.502, 2.6, 0.7, 9, .40, , , ST ANN'S,D & G
2022-12-26, 01:20:49.5, 54.408, -2.817, 2.6, 0.9, 6, .20, , , STAVELEY,CUMBRIA
2022-12-27, 01:09:12.5, 51.878, -3.051, 17.5, 2.0, 14, .30, , , LLANBEDR,POWYS
2022-12-30, 03:03:55.6, 56.631, -5.677, 8.7, 0.9, 5, .20, , , STRONTIAN,HIGHLAND
2023-01-01, 03:48:59.5, 57.217, -6.210, 2.6, 0.9, 4, .20, , , SKYE,HIGHLAND
2023-01-02, 09:13:48.1, 56.398, -4.318, 2.9, 0.3, 7, .30, , , LOCHEARNHEAD,STIRLING
2023-01-02, 21:06:19.9, 54.265, -2.487, 7.6, 1.2, 14, .40, , , GAWTHROP,CUMBRIA
2023-01-03, 06:20:44.4, 56.383, -5.853, 2.2, 1.7, 9, .30, 3 , , MULL,ARGYLL & BUTE
2023-01-05, 00:07:24.3, 56.378, -4.295, 2.6, 0.7, 9, .50, , , LOCHEARNHEAD,STIRLING
2023-01-05, 06:37:24.2, 54.240, -2.526, 6.8, 0.5, 7, .30, , , GAWTHROP,CUMBRIA
2023-01-07, 07:27:34.9, 56.657, -5.661, 6.8, 2.3, 15, .30, 3 , , MORVERN,HIGHLAND
2023-01-08, 16:42:32.0, 54.083, -3.121, 2.6, 0.9, 12, .30, , , RAMPSIDE,CUMBRIA
2023-01-10, 11:10:57.5, 56.510, -6.349, 2.5, 1.7, 8, .30, , , MULL,ARGYLL & BUTE
2023-01-13, 03:21:11.5, 55.457, -3.482, 7.7, 0.8, 9, .50, , , GLENBRECK,BORDERS
2023-01-13, 05:05:19.1, 54.319, -3.203, 2.6, 0.7, 6, .20, , , ULPHA,CUMBRIA
2023-01-14, 11:06:31.7, 54.321, -3.188, 4.3, 0.3, 7, .10, , , ULPHA,CUMBRIA
2023-01-18, 21:05:02.8, 54.024, -4.322, 2.6, 0.6, 9, .30, , , IRISH SEA
2023-01-19, 05:43:48.7, 56.507, -6.466, 4.3, 3.2, 47, .30, 3 , , MULL,ARGYLL & BUTE
2023-01-20, 02:02:23.9, 53.872, -3.600, 2.2, 2.1, 32, .40, , , IRISH SEA
2023-01-20, 03:08:27.8, 49.513, -2.006, 9.2, 1.6, 6, .40, , , ENGLISH CHANNEL
2023-01-20, 06:53:50.7, 51.814, -4.024, 5.5, 1.1, 9, .20, , , LLANDYBIE,CARMARTH
2023-01-20, 20:04:22.8, 56.767, -5.080, 8.1, 0.9, 7, .30, , , GLEN NEVIS,HIGHLAND
2023-01-23, 12:08:47.3, 56.584, -4.088, 7.6, 0.9, 6, .30, , , FEARNAN,PERTH/KINROSS
2023-01-23, 13:51:19.1, 56.202, -5.245, 2.6, 0.8, 4, .10, , , EREDINE,ARGYLL & BUTE
2023-01-23, 16:02:48.9, 52.124, -2.367, 6.1, 0.6, 7, .10, , , STORRIDGE,HEREF
2023-01-26, 12:39:20.3, 56.607, -5.753, 7.1, 0.6, 5, .20, , , MORVERN,HIGHLAND
2023-01-26, 20:23:51.0, 56.990, -5.277, 7.4, 1.8, 13, .40, 3 , , MURLAGGAN,HIGHLAND
2023-02-03, 04:18:24.5, 55.745, -5.368, 6.8, 1.1, 9, .40, , , CLAONAIG,ARGYLL & BUTE
2023-02-03, 19:36:13.8, 53.806, -2.953, 2.8, 1.5, 15, 0.3, 3 , , BLACKPOOL,LANCASHIRE
2023-02-04, 10:08:19.8, 52.923, -3.149, 13.5, 0.9, 4, .10, , , LLWYNMAWR,CLWYD
2023-02-04, 20:25:04.0, 57.444, -5.753, 4.8, 0.9, 6, .40, , , APPLECROSS,HIGHLAND
2023-02-05, 18:37:49.8, 52.947, -1.971, 7.1, 1.2, 8, .20, , , TEAN,STAFFORDSHIRE
2023-02-06, 15:37:48.6, 51.893, -2.669, 8.9, 0.7, 7, .40, , , LLANGARRON,HEREF
2023-02-07, 21:35:46.8, 56.981, -5.763, 6.5, 2.1, 13, .30, 4 , , MALLAIG,HIGHLAND
2023-02-08, 14:44:28.4, 56.982, -5.845, 7.6, 0.9, 5, .40, , , MALLAIG,HIGHLAND
2023-02-08, 20:32:16.9, 54.695, -2.175, 6.2, 1.1, 13, .30, , , ETTERSGILL,CO DURHAM
2023-02-09, 05:05:24.8, 51.669, 0.576, 5.7, 2.6, 21, .40, 4 , , BICKNACRE,ESSEX
2023-02-10, 02:40:07.4, 56.460, -6.382, 2.6, 1.0, 5, .20, , , MULL,ARGYLL & BUTE
2023-02-12, 07:14:14.7, 53.422, 2.453, 10.0, 3.2, 31, .40, , , SOUTHERN NORTH SEA
2023-02-12, 23:02:24.8, 56.385, -5.842, 2.6, 1.3, 8, .30, 3 , , MULL,ARGYLL & BUTE
2023-02-13, 04:23:42.3, 51.130, -3.014, 7.3, 0.9, 9, .20, , , BRIDGEWATER,SOMERSET
2023-02-13, 14:29:04.7, 56.711, -6.301, 6.6, 1.4, 7, .40, , , ARDNAMURCHAN,HIGHLAND
2023-02-15, 13:48:31.0, 56.785, -5.618, 7.7, 0.8, 5, .30, , , LOCH SHIEL,HIGHLAND
2023-02-17, 11:30:35.4, 56.511, -5.624, 2.6, 1.1, 6, .40, , , LOCH LINNHE,HIGHLAND
2023-02-17, 15:59:11.2, 51.955, -2.753, 15.6, 1.3, 8, .20, , , ORCOP,HEREFORDSHIRE
2023-02-18, 10:07:22.8, 56.648, -5.679, 7.6, 0.8, 8, .30, , , MORVERN,HIGHLAND
2023-02-19, 09:47:28.4, 56.634, -5.687, 8.8, 1.2, 5, .10, , , MORVERN,HIGHLAND
2023-02-19, 10:37:42.4, 56.648, -5.713, 7.6, 1.0, 6, .20, , , MORVERN,HIGHLAND
2023-02-20, 21:55:32.0, 56.747, -4.992, 7.6, 1.2, 10, .30, , , KINLOCHLEVEN,HIGHLAND
2023-02-21, 09:17:21.5, 53.449, -1.908, 16.2, 1.1, 11, .20, , , GLOSSOP,DERBYSHIRE
2023-02-22, 06:40:40.2, 56.630, -5.641, 7.3, 0.6, 5, .20, , , MORVERN,HIGHLAND
2023-02-24, 02:44:54.0, 50.113, -5.162, 7.6, 0.2, 7, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 02:45:27.3, 50.113, -5.162, 7.6, 0.3, 6, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 05:15:21.9, 50.113, -5.162, 7.6, 0.5, 7, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 05:47:42.5, 50.113, -5.162, 7.6, 0.1, 7, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 06:29:59.4, 50.113, -5.162, 7.6, 1.7, 16, .10, 3 , , CONSTANTINE,CORNWALL
2023-02-24, 06:32:51.4, 50.113, -5.162, 7.6, 0.2, 5, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 06:54:54.2, 50.113, -5.162, 7.6, 1.2, 6, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 07:04:57.4, 50.113, -5.162, 7.6, 0.5, 6, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 07:29:28.6, 50.113, -5.162, 7.6, 0.2, 6, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 11:07:22.2, 50.113, -5.162, 7.6, 0.7, 6, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 17:40:35.4, 50.113, -5.162, 7.6, 0.3, 6, .10, , , CONSTANTINE,CORNWALL
2023-02-24, 23:59:41.6, 51.838, -3.246, 5.2, 3.7, 51, .30, 5 , , BRYNMAWR,GWENT
2023-02-25, 03:14:14.4, 51.838, -3.246, 5.2, 0.1, 2, .00, , , BRYNMAWR,GWENT
2023-02-25, 05:30:49.7, 50.113, -5.162, 7.6, 0.8, 6, .10, , , CONSTANTINE,CORNWALL
2023-02-25, 23:01:16.1, 51.838, -3.246, 5.2, 0.2, 2, .00, , , BRYNMAWR,GWENT
2023-02-27, 04:39:33.0, 51.838, -3.246, 5.2, 0.3, 2, .10, , , BRYNMAWR,GWENT
2023-02-27, 23:40:35.4, 49.811, -6.102, 13.8, 1.7, 7, .10, 3 , , CELTIC SEA
2023-02-28, 02:02:49.8, 53.246, -3.204, 7.6, 1.0, 16, .20, , , HOLYWELL,FLINTSHIRE
2023-02-28, 06:50:41.0, 52.200, -2.424, 7.0, 1.2, 8, .10, , , BRINGSTY,HEREFORDSHIRE
2023-02-28, 16:49:45.7, 51.838, -3.246, 5.2, 0.3, 2, .10, , , BRYNMAWR,GWENT
2023-02-28, 21:28:59.0, 56.394, -5.452, 2.6, 0.6, 5, .10, , , OBAN,ARGYLL & BUTE
2023-03-01, 06:10:50.8, 51.838, -3.246, 5.2, 0.1, 2, .10, , , BRYNMAWR,GWENT
2023-03-02, 13:26:46.9, 51.838, -3.246, 5.2, 1.2, 7, .20, , , BRYNMAWR,GWENT
2023-03-02, 18:19:26.9, 56.989, -5.758, 3.2, 0.7, 5, .40, , , MALLAIG,HIGHLAND
2023-03-02, 21:44:41.9, 51.838, -3.246, 5.2, 0.1, 3, .40, , , BRYNMAWR,GWENT
2023-03-04, 16:42:29.0, 54.209, -3.183, 7.6, 0.9, 11, .30, , , KIRBY,CUMBRIA
2023-03-04, 23:07:46.5, 51.838, -3.246, 5.2, 0.6, 8, .30, , , BRYNMAWR,GWENT
2023-03-05, 11:46:01.6, 58.385, 1.070, 9.3, 1.7, 9, .60, , , CENTRAL NORTH SEA
2023-03-05, 12:54:44.4, 54.950, -3.485, 8.1, 0.4, 7, .40, , , BLACKSHAW,D & G
2023-03-05, 14:46:53.5, 56.295, -5.263, 5.9, 0.6, 6, .10, , , INVERINAN,ARGYLL/BUTE
2023-03-06, 04:08:47.1, 58.047, 1.650, 26.6, 1.7, 8, .30, , , CENTRAL NORTH SEA
2023-03-07, 00:07:51.0, 50.085, -6.334, 11.9, 1.2, 9, .20, , , CELTIC SEA
2023-03-08, 05:43:37.0, 50.488, -3.912, 2.8, 0.8, 6, .30, , , HOLNE,DEVON
2023-03-09, 03:43:53.4, 54.477, -1.299, 29.4, 2.2, 20, .30, , , HILTON,NORTH YORKSHIRE
2023-03-09, 19:50:43.1, 55.712, -6.067, 7.6, 0.9, 6, .40, , , ISLAY,ARGYLL & BUTE
2023-03-09, 21:17:12.4, 52.649, -0.719, 8.1, 1.1, 6, .10, , , OAKHAM,RUTLAND
2023-03-11, 07:19:21.6, 56.348, -6.012, 9.2, 1.1, 11, .40, , , MULL,ARGYLL & BUTE
2023-03-11, 17:02:46.6, 57.131, -5.607, 7.6, 0.8, 8, .40, , , LOCH HOURN,HIGHLAND
2023-03-14, 04:25:33.0, 53.870, -3.600, 5.0, 2.1, 25, .40, , , IRISH SEA
2023-03-14, 04:38:41.8, 53.863, -3.592, 5.0, 1.2, 10, .30, , , IRISH SEA
2023-03-15, 20:28:56.7, 56.295, -5.459, 8.6, 0.9, 5, .10, , , KILMELFORD,ARGYLL/BUTE
2023-03-17, 00:51:01.9, 55.843, -5.884, 7.5, 0.7, 6, .40, , , JURA,ARGYLL & BUTE
2023-03-17, 04:25:28.3, 56.032, -4.073, 13.4, 0.4, 7, .20, , , KILSYTH,LANARKSHIRE
2023-03-17, 12:20:47.3, 54.479, -1.301, 27.3, 1.4, 11, .20, , , HILTON,NORTH YORKSHIRE
2023-03-17, 15:31:52.5, 56.135, -6.021, 7.6, 0.8, 5, .20, , , COLONSAY,ARGYLL & BUTE
2023-03-18, 01:23:36.7, 56.647, -5.665, 8.1, 0.3, 4, .40, , , MORVERN,HIGHLAND
2023-03-18, 01:24:36.4, 56.004, -5.970, 11.7, 1.3, 7, .40, , , JURA,ARGYLL & BUTE
2023-03-20, 01:33:47.4, 56.605, -5.387, 8.1, 1.3, 9, .30, , , LOCH LINNHE,HIGHLAND
2023-03-20, 14:23:57.8, 52.813, -2.426, 7.6, 2.1, 14, .30, , , NEWPORT,SHROPSHIRE
2023-03-20, 19:23:56.7, 55.799, -3.183, 6.2, 0.6, 8, .20, , , PENICUIK,MIDLOTHIAN
2023-03-23, 19:53:17.9, 54.414, -1.672, 2.6, 1.8, 21, .30, , , RICHMOND,N YORKSHIRE
2023-03-24, 06:44:33.0, 56.355, -5.464, 6.3, 1.2, 5, .20, , , OBAN,ARGYLL & BUTE
2023-03-24, 22:26:47.4, 56.972, -4.236, 4.7, 0.4, 8, .40, , , DALWHINNIE,HIGHLAND
2023-03-26, 02:31:45.8, 56.951, -5.434, 7.5, 0.5, 6, .40, , , KINLOCHARKAIG,HIGHLAND
2023-03-26, 21:26:24.4, 51.114, -3.770, 16.6, 1.6, 9, .30, , , SIMONSBATH,SOMERSET
2023-03-27, 03:38:43.9, 51.838, -3.246, 5.2, 0.4, 6, .30, , , BRYNMAWR,GWENT
2023-03-28, 03:14:00.4, 53.702, 1.167, 5.9, 2.2, 18, .40, , , SOUTHERN NORTH SEA
2023-03-28, 19:08:25.5, 52.450, -2.344, 7.5, 0.8, 7, .20, , , ALVELEY,SHROPSHIRE
2023-03-28, 20:31:04.4, 51.838, -3.246, 5.2, 0.7, 8, .40, , , BRYNMAWR,GWENT
2023-03-29, 18:24:28.8, 53.191, -0.195, 29.8, 2.2, 16, .20, , , HORNCASTLE,LINCS
2023-04-03, 03:23:23.9, 52.428, -3.108, 7.5, 0.7, 6, .10, , , NEWCASTLE,SHROPSHIRE
2023-04-03, 06:02:41.4, 56.994, -5.736, 7.6, 1.0, 5, .50, , , MALLAIG,HIGHLAND
2023-04-07, 21:25:59.6, 57.014, 1.827, 10.0, 3.6, 55, .40, 3 , , CENTRAL NORTH SEA
2023-04-09, 14:39:54.7, 51.857, -4.436, 5.9, 1.8, 12, .30, , , MEIDRIM,CARMARTH
2023-04-10, 00:28:39.6, 56.483, -6.406, 2.6, 1.9, 10, .40, , , MULL,ARGYLL & BUTE
2023-04-13, 09:07:46.1, 50.591, -4.573, 6.5, 1.4, 6, .50, , , BOWITHICK,CORNWALL
2023-04-13, 12:52:59.6, 50.596, -4.567, 5.0, 1.4, 6, .40, , , BOWITHICK,CORNWALL
2023-04-13, 23:55:14.3, 57.006, -5.688, 7.6, 0.6, 5, .50, , , LOCH NEVIS,HIGHLAND
2023-04-14, 13:09:33.5, 56.395, -9.985, 31.9, 1.6, 5, .10, , , NORTH ATLANTIC OCEAN
2023-04-14, 23:27:19.6, 55.230, -3.517, 2.6, 1.2, 14, .40, , , ST ANN'S,D & G
2023-04-15, 01:40:46.5, 55.236, -3.515, 2.6, 0.3, 11, .50, , , ST ANN'S,D & G
2023-04-15, 21:28:43.6, 55.237, -3.512, 2.6, 0.5, 10, .50, , , ST ANN'S,D & G
2023-04-16, 20:13:50.2, 55.430, -5.176, 7.6, 0.6, 7, .20, , , ARRAN,NORTH AYRSHIRE
2023-04-18, 01:04:40.5, 55.193, -2.391, 12.4, 0.7, 7, .20, , , FALSTONE,NORTHUMBLD
2023-04-19, 00:33:45.4, 56.471, -6.425, 2.6, 2.2, 20, .40, , , MULL,ARGYLL & BUTE
2023-04-19, 02:16:31.0, 57.680, -5.537, 5.9, 1.8, 10, .30, , , SLATTADALE,HIGHLAND
2023-04-21, 01:34:06.7, 55.527, -3.005, 3.2, 0.8, 11, .40, , , ETTRICKBRIDGE,BORDERS
2023-04-22, 01:25:33.1, 56.760, -5.108, 9.0, 2.7, 18, .30, 4 , , FORT WILLIAM,HIGHLAND
2023-04-22, 14:38:28.0, 53.146, -1.687, 8.5, 0.7, 7, .30, , , ELTON,DERBYSHIRE
2023-04-25, 04:05:34.3, 56.771, -5.187, 7.7, 0.5, 5, .10, , , FORT WILLIAM,HIGHLAND
2023-04-25, 04:38:43.6, 55.257, -5.369, 7.6, 1.0, 8, .40, , , FIRTH OF CLYDE
2023-04-25, 19:57:18.5, 56.612, -6.266, 5.5, 1.0, 7, .30, , , MULL,ARGYLL & BUTE
2023-04-28, 21:32:29.8, 51.023, -2.668, 7.9, 0.9, 8, .10, , , PODIMORE,SOMERSET
2023-04-29, 15:06:46.8, 57.694, -5.542, 3.2, 1.8, 11, .40, , , SLATTADALE,HIGHLAND
2023-05-01, 00:00:44.3, 52.159, -1.769, 5.8, 1.1, 7, .30, , , WELFORD,WARWICKSHIRE
2023-05-01, 03:17:57.1, 57.689, -5.520, 6.3, 1.4, 10, .30, , , SLATTADALE,HIGHLAND
2023-05-02, 06:48:48.9, 56.132, -3.996, 6.8, 0.5, 6, .10, , , CAMBUSBARRON,STIRLING
2023-05-06, 00:32:25.3, 54.968, -7.984, 14.0, 2.3, 13, .30, 4 , , GLENDOWAN,CO DONEGAL
2023-05-06, 11:29:11.2, 56.624, -5.699, 10.3, 0.8, 4, .10, , , MORVERN,HIGHLAND
2023-05-08, 14:26:11.3, 54.392, -2.570, 7.5, 0.6, 7, .20, , , TEBAY,CUMBRIA
2023-05-15, 02:11:39.4, 51.866, -3.803, 10.7, 0.9, 8, .40, , , GWYNFE,CARMARTHENSHIRE
2023-05-18, 17:30:25.8, 56.618, -5.689, 10.9, 0.9, 4, .00, , , MORVERN,HIGHLAND
2023-05-20, 03:53:59.6, 52.349, -3.957, 8.9, 0.6, 8, .20, , , ABERMAGWR,CEREDIGION
2023-05-20, 14:37:40.6, 56.481, -6.398, 3.4, 1.8, 8, .20, , , MULL,ARGYLL & BUTE
2023-05-25, 02:10:26.0, 56.203, -5.464, 7.7, 0.4, 6, .10, , , FORD,ARGYLL & BUTE
2023-05-30, 07:51:27.8, 56.585, -6.219, 7.2, 1.8, 9, .40, , , MULL,ARGYLL & BUTE
2023-05-30, 12:48:59.0, 56.587, -6.184, 7.2, 0.9, 5, .40, , , MULL,ARGYLL & BUTE
2023-05-30, 13:05:41.9, 56.580, -6.178, 7.6, 1.5, 7, .40, , , MULL,ARGYLL & BUTE
2023-05-30, 13:22:46.3, 56.554, -6.280, 6.0, 0.9, 6, .30, , , MULL,ARGYLL & BUTE
2023-05-30, 14:05:19.5, 55.821, -5.998, 7.7, 1.3, 10, .50, , , JURA,ARGYLL & BUTE
2023-05-31, 08:56:09.9, 51.804, -4.803, 13.3, 1.6, 9, .20, , , NARBERTH,DYFED
2023-06-05, 02:12:26.7, 56.070, -6.418, 6.9, 0.6, 6, .30, , , COLONSAY,ARGYLL & BUTE
2023-06-05, 04:06:05.9, 56.401, -5.483, 2.6, 1.1, 10, .30, 3 , , OBAN,ARGYLL & BUTE
2023-06-06, 15:19:14.0, 55.666, -3.427, 7.6, 0.8, 7, .10, , , SKIRLING,BORDERS
2023-06-09, 11:22:01.0, 57.663, -6.114, 6.8, 0.8, 4, .20, , , SKYE,HIGHLAND
2023-06-13, 22:58:39.8, 56.958, -5.455, 7.6, 0.6, 7, .30, , , LOCH MORAR,HIGHLAND
2023-06-17, 17:08:28.1, 56.271, -5.315, 7.0, 0.6, 6, .10, , , DALAVICH,ARGYLL & BUTE
2023-06-17, 18:17:20.8, 51.927, -0.706, 2.2, 1.2, 5, .00, , , LEIGHTON BUZZARD,BEDS
2023-06-18, 01:03:53.6, 55.935, -5.472, 2.6, 0.6, 10, .60, , , ACHAHOISH,ARGYLL & BUTE
2023-06-19, 08:16:29.2, 51.870, -5.080, 5.2, 1.1, 7, .20, , , BRAWDY,PEMBROKESHIRE
2023-06-20, 23:23:24.8, 50.371, -5.338, 21.4, 0.4, 8, .20, , , CELTIC SEA
2023-06-22, 00:21:54.7, 56.425, -4.058, 10.3, 0.4, 8, .40, , , INVERGELDIE,P & K
2023-06-23, 07:03:23.0, 53.614, -1.428, 2.6, 0.9, 6, .40, , , RYHILL,WEST YORKSHIRE
2023-06-27, 04:26:25.9, 55.211, -7.021, 5.0, 1.0, 4, .50, , , MOVILLE, CO DONEGAL
2023-06-28, 14:13:15.1, 55.248, -5.361, 7.6, 1.1, 10, .40, , , FIRTH OF CLYDE
2023-06-28, 20:21:14.0, 52.925, -1.943, 7.6, 3.3, 33, .40, 5 , , TEAN,STAFFORDSHIRE
2023-06-28, 23:14:55.8, 55.240, -5.360, 7.8, 0.4, 7, .30, , , FIRTH OF CLYDE
2023-06-29, 00:52:24.5, 55.246, -5.361, 7.6, 0.4, 6, .30, , , FIRTH OF CLYDE
2023-06-29, 07:37:43.3, 55.243, -5.363, 7.6, 0.6, 6, .40, , , FIRTH OF CLYDE
2023-06-30, 09:49:46.4, 55.223, -5.365, 7.6, 0.5, 5, .20, , , FIRTH OF CLYDE
2023-06-30, 12:09:32.1, 52.268, -2.557, 2.6, 1.2, 8, .20, , , KYRE,WORCESTERSHIRE
2023-06-30, 12:21:41.4, 55.242, -5.361, 7.6, 0.7, 7, .50, , , FIRTH OF CLYDE
2023-06-30, 22:23:39.1, 55.249, -5.353, 7.4, 0.6, 6, .40, , , FIRTH OF CLYDE
2023-07-02, 01:54:27.3, 55.245, -5.367, 7.5, 0.6, 7, 0.3, , , FIRTH OF CLYDE
2023-07-03, 09:04:47.7, 55.239, -5.357, 8.4, 0.8, 7, .30, , , FIRTH OF CLYDE
2023-07-03, 22:18:33.9, 55.248, -5.357, 7.6, 0.5, 9, .40, , , FIRTH OF CLYDE
2023-07-04, 14:21:57.4, 55.959, -5.974, 7.3, 1.3, 6, .30, , , JURA,ARGYLL & BUTE
2023-07-05, 08:59:47.9, 55.250, -5.360, 7.6, 0.9, 9, .40, , , FIRTH OF CLYDE
2023-07-06, 07:56:11.1, 56.496, -6.356, 6.6, 1.1, 9, .30, , , MULL,ARGYLL & BUTE
2023-07-07, 00:12:10.0, 56.621, -5.194, 8.1, 1.4, 7, .40, , , BALLACHULISH,HIGHLAND
2023-07-07, 17:21:38.4, 53.322, -0.095, 6.5, 1.6, 6, .20, , , CAWKWELL,LINCOLNSHIRE
2023-07-09, 05:30:03.0, 56.760, -5.097, 7.9, 0.5, 6, .40, , , DRUIMARBIN,HIGHLAND
2023-07-09, 22:25:52.7, 55.470, -3.027, 4.4, 1.5, 14, .50, , , NEWBURGH,BORDERS
2023-07-11, 08:13:25.2, 50.171, -4.487, 8.4, 0.7, 4, .30, , , ENGLISH CHANNEL
2023-07-12, 09:35:18.2, 57.358, -5.363, 3.9, 0.9, 7, .30, , , ATTADALE,HIGHLAND
2023-07-14, 01:35:55.4, 54.461, -1.803, 4.4, 0.8, 12, .30, , , GAYLES,NORTH YORKSHIRE
2023-07-14, 10:10:41.1, 55.616, -3.043, 7.6, 1.2, 10, .20, , , INNERLEITHEN,BORDERS
2023-07-15, 02:32:23.8, 54.479, -3.016, 2.6, 0.4, 6, .20, , , GRASMERE,CUMBRIA
2023-07-15, 06:58:40.4, 51.773, -3.138, 19.5, 2.0, 10, .20, , , BLAINA,GWENT
2023-07-15, 07:21:47.6, 51.321, 1.248, 2.6, 1.9, 5, .30, , , STOURMOUTH,KENT
2023-07-16, 03:07:33.1, 55.254, -5.365, 7.6, 0.7, 7, .30, , , FIRTH OF CLYDE
2023-07-16, 19:10:15.7, 52.374, -2.593, 5.6, 0.9, 8, .30, , , CLEEHILL,SHROPSHIRE
2023-07-19, 06:32:46.1, 55.036, -7.550, 5.2, 0.8, 4, .50, , , RAMELTON,CO DONEGAL
2023-07-21, 02:15:36.3, 56.614, -5.695, 8.0, 0.4, 5, .20, , , MORVERN,HIGHLAND
2023-07-21, 16:07:11.3, 56.648, -5.736, 7.4, 1.1, 5, .20, , , MORVERN,HIGHLAND
2023-07-21, 21:11:19.6, 53.504, 0.086, 3.9, 0.9, 5, .20, , , MARSHCHAPEL,LINCS
2023-07-22, 05:38:39.5, 53.360, -2.840, 8.7, 0.9, 12, .30, , , HALEWOOD,MERSEYSIDE
2023-07-22, 09:24:00.6, 61.611, 2.197, 20.3, 3.2, 16, .50, , , NORWEGIAN SEA
2023-07-24, 04:21:50.9, 53.127, -1.450, 2.5, 1.0, 8, .30, , , BRACKENFIELD,DERBYSHIRE
2023-07-28, 01:14:54.4, 54.040, -0.912, 33.4, 1.1, 8, .10, , , BOSSALL,NORTH YORKSHIRE
2023-07-28, 06:49:05.5, 56.647, -5.766, 7.6, 1.0, 5, .30, , , MORVERN,HIGHLAND
2023-07-30, 22:10:06.5, 53.662, -1.832, 12.3, 1.3, 11, .20, , , HUDDERSFIELD,W YORKS
2023-07-31, 03:53:57.1, 56.018, -5.099, 2.6, 0.7, 10, .50, , , GLENLEAN,ARGYLL & BUTE
